Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par intercommunalité; ; ; ; ; 
Code;Libellé;Évol. annuelle moy. de la pop. due au solde apparent entrées/sorties 2013-2018;Évol. annuelle moy. de la population 2013 - 2019 (en %) 2019;Évol. annuelle moy. de la population 2013-2018;Évol. annuelle moy. de la pop. due au solde naturel 2013-2018
247300015;CC des Vallées d'Aigueblanche;0.53;0.6;0.65;0.12
247300254;CC de Haute-Tarentaise;-1.42;-0.8;-0.86;0.56
247300262;CC de Yenne;0.58;0.7;0.77;0.19
247300361;CC du Canton de La Chambre;0.35;0;0.11;-0.24
247300452;CC Maurienne Galibier;-0.08;-0.2;-0.32;-0.25
247300528;CC Val Guiers;0.37;0.4;0.45;0.08
247300668;CC du Lac d'Aiguebelette (CCLA);1.02;1.4;1.29;0.26
247300676;CC Porte de Maurienne;0.18;0.3;0.17;-0.01
247300817;CC Les Versants d'Aime;-0.52;-0.1;-0.13;0.39
247400047;CC de la Vallée Verte;1;1.7;1.71;0.71
247400112;CC du Pays de Cruseilles;1.53;2.3;2.45;0.92
247400567;CC Fier et Usses;0.77;1.3;1.4;0.63
247400583;CC Arve et Salève;0.73;1.3;1.42;0.69
247400617;CC des Vallées de Thônes;0.36;0.6;0.72;0.36
247400666;CC des Quatre Rivières;0.84;1.3;1.41;0.57
247400682;CC du Haut-Chablais;0.16;0.6;0.68;0.52
247400690;CC du Genevois;2.67;3.3;3.49;0.82
247400724;CC du Pays Rochois;0.91;1.4;1.47;0.57
247400740;CC Rumilly Terre de Savoie;0.75;1.5;1.39;0.64
247400773;CC des Sources du Lac d'Annecy;0.08;0.1;0.16;0.08
247600505;CC Campagne-de-Caux;-0.46;0;0.03;0.49
247600588;CC des Villes Sœurs;-0.58;-0.9;-0.88;-0.3
247600604;CC de Londinières;-0.33;-0.3;-0.18;0.15
247600620;CC Yvetot Normandie;-0.08;-0.1;0.04;0.12
247600646;CC Caux - Austreberthe;-0.04;0.4;0.35;0.39
247600729;CC Falaises du Talou;0.15;0.3;0.36;0.21
247600786;CA de la Région Dieppoise;-0.61;-0.9;-0.91;-0.3
247700032;CC Moret Seine et Loing;-0.19;0.1;0.03;0.22
247700057;CA Melun Val de Seine;-0.35;0.7;0.59;0.94
247700065;CC du Pays de l'Ourcq;-1;-0.4;-0.33;0.68
247700107;CC Pays de Montereau;1.26;1.7;1.74;0.48
247700339;CA Val d'Europe Agglomération;0.94;1.9;1.85;0.91
247700594;CA Marne et Gondoire;0.78;1.7;1.81;1.03
247700644;CC l'Orée de la Brie;0.66;1.5;1.34;0.68
247700701;CC Brie Nangissienne;-0.17;0.5;0.47;0.64
247800550;CC du Pays Houdanais (C.C.P.H.);0.24;0.5;0.44;0.2
247800584;CA Versailles Grand Parc (C.A.V.G.P.);-0.33;0.3;0.29;0.62
247800618;CC Cœur d'Yvelines;0.57;0.8;0.77;0.2
247900798;CC du Thouarsais;-0.15;-0.3;-0.28;-0.14
248000499;CC du Val de Somme;0.5;0.4;0.43;-0.07
248000531;CA Amiens Métropole;-0.13;0.4;0.33;0.46
248000747;CC du Pays du Coquelicot;0;-0.1;-0.06;-0.06
248100158;CC du Sor et de l'Agout;0.44;0.4;0.4;-0.04
248100430;CA de Castres Mazamet;0.03;-0.1;-0.11;-0.14
248100497;CC Val 81;0.94;0;0;-0.95
248100737;CA de l'Albigeois (C2A);0.35;0.2;0.21;-0.14
248100745;CC Thoré Montagne Noire;0.27;-0.1;-0.08;-0.35
248200016;CC des Deux Rives;0.38;0.1;0.16;-0.22
248200057;CC du Quercy Caussadais;0.63;0.3;0.34;-0.29
248200065;CC de la Lomagne Tarn-et-Garonnaise;1.18;0.3;0.33;-0.84
248200099;CA Grand Montauban;0.72;0.9;1.02;0.3
248200107;CC du Quercy Rouergue et des Gorges de l'Aveyron;0.96;-0.2;-0.18;-1.13
248300394;CA Sud Sainte Baume;1.14;0.6;0.64;-0.5
248300410;CC de la Vallée du Gapeau;0.51;0.9;0.69;0.18
248300493;CA Dracénie Provence Verdon Agglomération;0.08;0.3;0.17;0.09
248300543;Métropole Toulon-Provence-Méditerranée;0.63;0.7;0.63;-0.01
248300550;CC Cœur du Var;0.92;1;1.03;0.11
248400053;CA Ventoux-Comtat-Venaissin (COVE);0.26;0.5;0.41;0.14
248400160;CC Aygues-Ouvèze en Provence (CCAOP);0.65;0.9;0.85;0.2
248400236;CC du Pays Réuni d'Orange;-0.14;0.2;0.18;0.31
248400251;CA du Grand Avignon (COGA);-0.14;0.3;0.36;0.5
248400285;CC Territoriale Sud-Luberon;0.63;0.6;0.72;0.08
248400293;CA des Sorgues du Comtat;0.21;0.6;0.56;0.36
248400319;CC du Pays des Sorgues et des Monts de Vaucluse;0.8;0.7;0.73;-0.07
248400335;CC Vaison Ventoux;0.06;-0.2;-0.2;-0.26
248500191;CC de l'Île de Noirmoutier;0.73;-0.4;-0.28;-1.01
248500258;CC Océan Marais de Monts;1.5;0.6;0.69;-0.8
248500340;CC Pays de Chantonnay;0.43;0.7;0.73;0.31
248500415;CC du Pays de la Châtaigneraie;0.14;-0.1;-0.09;-0.23
248500464;CC du Pays de Pouzauges;-0.17;0.1;0.06;0.23
248500530;CC du Pays des Achards;0.9;1.4;1.32;0.42
248500563;CC Vendée, Sèvre, Autise;0.3;0;0.04;-0.25
248500589;CA La Roche-sur-Yon Agglomération;0.55;0.8;0.82;0.27
248500621;CC du Pays des Herbiers;0.18;0.7;0.66;0.48
248500662;CC du Pays de Mortagne;0.13;0.4;0.4;0.27
248600413;CA Grand Châtellerault;-0.03;-0.1;-0.03;-0.01
248600447;CC du Pays Loudunais;0.52;0;0.01;-0.51
248700189;CC du Pays de Saint-Yrieix;0.41;-0.3;-0.4;-0.81
248719262;CC Gartempe Saint-Pardoux;0.29;-0.4;-0.38;-0.67
248719288;CC du Val de Vienne;0.53;0.7;0.74;0.2
248719312;CU Limoges Métropole;-0.29;-0.1;-0.1;0.19
248719338;CC Briance-Combade;0.41;-0.9;-0.92;-1.33
248719353;CC des Portes de Vassivière;1.37;0.2;0.17;-1.2
248719361;CC de Noblat;0.14;-0.3;-0.18;-0.32
248900334;CA du Grand Sénonais;0.51;0.5;0.64;0.13
248900383;CC de l'Agglomération Migennoise;0.1;0.2;0.38;0.27
248900524;CC de l'Aillantais en Bourgogne;0.12;-0.1;-0.02;-0.13
248900664;CC de la Vanne et du Pays d'Othe;-0.07;-0.4;-0.3;-0.23
248900748;CC du Gâtinais en Bourgogne;0.33;0.3;0.3;-0.03
248900896;CC Yonne Nord;0.23;0.3;0.34;0.11
248900938;CC du Jovinien;-0.44;-0.4;-0.47;-0.03
249000241;CC du Sud Territoire;-0.13;0;-0.07;0.06
249100074;CC du Pays de Limours (CCPL);-0.33;0.2;0.09;0.42
249100157;CC des Deux Vallées;-0.35;-0.3;-0.4;-0.06
249100546;CC du Val d'Essonne (CCVE);0.19;0.6;0.55;0.37
249100553;CC Entre Juine et Renarde (CCEJR);-0.14;0.2;0.18;0.32
249100595;CC Le Dourdannais en Hurepoix (CCDH);0.18;0.4;0.45;0.27
249500109;CA de Cergy-Pontoise;-0.27;1;1.05;1.31
249500430;CC Sausseron Impressionnistes;-0.23;-0.1;0.02;0.26
249500455;CC de la Vallée de l'Oise et des Trois Forêts;0.19;0.6;0.61;0.42
249500489;CC du Haut Val d'Oise;0.33;1.2;1.31;0.98
249500513;CC du Vexin-Val de Seine;-0.31;-0.1;-0.16;0.15
249710047;CC de Marie-Galante;-0.54;-0.9;-0.94;-0.4
249710062;CA du Nord Basse-Terre;-0.8;-0.4;-0.33;0.47
249710070;CA Grand Sud Caraïbe;-1.09;-1;-0.92;0.18
249720053;CA de l'Espace Sud de la Martinique;-0.96;-0.7;-0.78;0.18
249720061;CA du Centre de la Martinique;-1.11;-0.9;-0.8;0.31
249730037;CC de l'Ouest Guyanais;-0.43;2.5;2.57;3
249730045;CA du Centre Littoral;1.18;3.1;3.26;2.08
249730052;CC de l'Est Guyanais;-1.44;1.2;1.19;2.62
249740077;CA CIVIS (Communauté Intercommunale des VIlles Solidaires);-0.44;0.5;0.65;1.09
249740085;CA du Sud;-0.39;0.6;0.59;0.97
249740093;CA Intercommunale de la Réunion Est (CIREST);-0.92;0.3;0.35;1.27
249740101;CA Territoire de la Côte Ouest (TCO);-1.2;-0.1;-0.11;1.1
249740119;CA Intercommunale du Nord de la Réunion (CINOR);-0.13;1.2;1.02;1.15
