"ANNEE","C_REGION","L_REGION","C_DEPT","N_DEPT","C_TYP_REG_DECHET","L_TYP_REG_DECHET","C_TYP_REG_SERVICE","L_TYP_REG_SERVICE","TONNAGE_OMA_T"
2013,75,"Nouvelle-Aquitaine","23","Creuse","01A","Ordures ménagères résiduelles","01D","Stockage",27500.61225
2013,75,"Nouvelle-Aquitaine","23","Creuse","01A","Ordures ménagères résiduelles","01Z","Non précisé",395.97191
2013,75,"Nouvelle-Aquitaine","23","Creuse","01B","Encombrants","01A","Valorisation matière",102
2013,75,"Nouvelle-Aquitaine","23","Creuse","01B","Encombrants","01D","Stockage",191.18363
2013,75,"Nouvelle-Aquitaine","23","Creuse","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.063
2013,75,"Nouvelle-Aquitaine","23","Creuse","01D","Emballages et papier","01A","Valorisation matière",6427.27752
2013,75,"Nouvelle-Aquitaine","23","Creuse","01D","Emballages et papier","01Z","Non précisé",48.20816
2013,75,"Nouvelle-Aquitaine","23","Creuse","01F","Verre","01A","Valorisation matière",4142.36488
2013,75,"Nouvelle-Aquitaine","23","Creuse","01F","Verre","01Z","Non précisé",106.21064
2013,75,"Nouvelle-Aquitaine","23","Creuse","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",265.94183
2013,75,"Nouvelle-Aquitaine","24","Dordogne","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",3286.60786
2013,75,"Nouvelle-Aquitaine","24","Dordogne","01A","Ordures ménagères résiduelles","01D","Stockage",92803.88371
2013,75,"Nouvelle-Aquitaine","24","Dordogne","01A","Ordures ménagères résiduelles","01Z","Non précisé",8456.61853
2013,75,"Nouvelle-Aquitaine","24","Dordogne","01B","Encombrants","01D","Stockage",118
2013,75,"Nouvelle-Aquitaine","24","Dordogne","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",1.22
2013,75,"Nouvelle-Aquitaine","24","Dordogne","01D","Emballages et papier","01A","Valorisation matière",21152.59919
2013,75,"Nouvelle-Aquitaine","24","Dordogne","01D","Emballages et papier","01Z","Non précisé",1156.72673
2013,75,"Nouvelle-Aquitaine","24","Dordogne","01E","Biodéchets","01A","Valorisation matière",16.31
2013,75,"Nouvelle-Aquitaine","24","Dordogne","01E","Biodéchets","01E","Valorisation organique",2051.38222
2013,75,"Nouvelle-Aquitaine","24","Dordogne","01F","Verre","01A","Valorisation matière",14425.33876
2013,75,"Nouvelle-Aquitaine","24","Dordogne","01F","Verre","01Z","Non précisé",1042.81207
2013,75,"Nouvelle-Aquitaine","24","Dordogne","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",178.83243
2013,75,"Nouvelle-Aquitaine","24","Dordogne","01ZHG","Collectes séparées hors gravats","01E","Valorisation organique",7.63169
2013,75,"Nouvelle-Aquitaine","24","Dordogne","01ZHG","Collectes séparées hors gravats","01Z","Non précisé",1.5
2013,75,"Nouvelle-Aquitaine","33","Gironde","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",266712.87
2013,75,"Nouvelle-Aquitaine","33","Gironde","01A","Ordures ménagères résiduelles","01D","Stockage",102456.5283
2013,75,"Nouvelle-Aquitaine","33","Gironde","01B","Encombrants","01B","Incinération avec récupération d'énergie",373.72
2013,75,"Nouvelle-Aquitaine","33","Gironde","01B","Encombrants","01D","Stockage",172
2013,75,"Nouvelle-Aquitaine","33","Gironde","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",9.53
2013,75,"Nouvelle-Aquitaine","33","Gironde","01D","Emballages et papier","01A","Valorisation matière",84370.88423
2013,75,"Nouvelle-Aquitaine","33","Gironde","01E","Biodéchets","01E","Valorisation organique",16585.81778
2013,75,"Nouvelle-Aquitaine","33","Gironde","01F","Verre","01A","Valorisation matière",44856.6425
2013,75,"Nouvelle-Aquitaine","33","Gironde","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1388.47857
2013,75,"Nouvelle-Aquitaine","33","Gironde","01ZHG","Collectes séparées hors gravats","01B","Incinération avec récupération d'énergie",370
2013,75,"Nouvelle-Aquitaine","33","Gironde","01ZHG","Collectes séparées hors gravats","01D","Stockage",9392
2013,75,"Nouvelle-Aquitaine","33","Gironde","01ZHG","Collectes séparées hors gravats","01E","Valorisation organique",318.36831
2013,75,"Nouvelle-Aquitaine","40","Landes","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",22546
2013,75,"Nouvelle-Aquitaine","40","Landes","01A","Ordures ménagères résiduelles","01C","Incinération sans récupération d'énergie",61268
2013,75,"Nouvelle-Aquitaine","40","Landes","01A","Ordures ménagères résiduelles","01D","Stockage",2484.00921
2013,75,"Nouvelle-Aquitaine","40","Landes","01A","Ordures ménagères résiduelles","01E","Valorisation organique",35882.76921
2013,75,"Nouvelle-Aquitaine","40","Landes","01A","Ordures ménagères résiduelles","01Z","Non précisé",796.66398
2013,75,"Nouvelle-Aquitaine","40","Landes","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",7.05671
2013,75,"Nouvelle-Aquitaine","40","Landes","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",7.7357
2013,75,"Nouvelle-Aquitaine","40","Landes","01D","Emballages et papier","01A","Valorisation matière",18835.21355
2013,75,"Nouvelle-Aquitaine","40","Landes","01D","Emballages et papier","01Z","Non précisé",48.80392
2013,75,"Nouvelle-Aquitaine","40","Landes","01E","Biodéchets","01E","Valorisation organique",188
2013,75,"Nouvelle-Aquitaine","40","Landes","01F","Verre","01A","Valorisation matière",13457.16486
2013,75,"Nouvelle-Aquitaine","40","Landes","01F","Verre","01Z","Non précisé",102.65925
2013,75,"Nouvelle-Aquitaine","40","Landes","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1047.07557
2013,75,"Nouvelle-Aquitaine","47","Lot-et-Garonne","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",25624.42
2013,75,"Nouvelle-Aquitaine","47","Lot-et-Garonne","01A","Ordures ménagères résiduelles","01D","Stockage",61563.25663
2013,75,"Nouvelle-Aquitaine","47","Lot-et-Garonne","01B","Encombrants","01A","Valorisation matière",12.33
2013,75,"Nouvelle-Aquitaine","47","Lot-et-Garonne","01B","Encombrants","01D","Stockage",215.462
2013,75,"Nouvelle-Aquitaine","47","Lot-et-Garonne","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.665
2013,75,"Nouvelle-Aquitaine","47","Lot-et-Garonne","01D","Emballages et papier","01A","Valorisation matière",14917.59451
2013,75,"Nouvelle-Aquitaine","47","Lot-et-Garonne","01E","Biodéchets","01E","Valorisation organique",8626.401
2013,75,"Nouvelle-Aquitaine","47","Lot-et-Garonne","01F","Verre","01A","Valorisation matière",9287.16932
2013,75,"Nouvelle-Aquitaine","47","Lot-et-Garonne","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",787.47684
2013,75,"Nouvelle-Aquitaine","47","Lot-et-Garonne","01ZHG","Collectes séparées hors gravats","01B","Incinération avec récupération d'énergie",17.399
2013,75,"Nouvelle-Aquitaine","47","Lot-et-Garonne","01ZHG","Collectes séparées hors gravats","01Z","Non précisé",7.518
2013,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",77530.03342
2013,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","01A","Ordures ménagères résiduelles","01D","Stockage",96180.7327
2013,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","01A","Ordures ménagères résiduelles","01E","Valorisation organique",199.07079
2013,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","01B","Encombrants","01A","Valorisation matière",724
2013,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","01B","Encombrants","01D","Stockage",479
2013,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",8.08329
2013,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.0143
2013,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","01D","Emballages et papier","01A","Valorisation matière",32706.2294
2013,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","01D","Emballages et papier","01Z","Non précisé",3.77235
2013,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","01E","Biodéchets","01A","Valorisation matière",150
2013,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","01E","Biodéchets","01E","Valorisation organique",12619
2013,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","01F","Verre","01A","Valorisation matière",21688.64764
2013,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","01F","Verre","01Z","Non précisé",2.12922
2013,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","01ZG","Collectes séparées de gravats","01D","Stockage",722
2013,75,"Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",2282.43365
2013,75,"Nouvelle-Aquitaine","79","Deux-Sèvres","01A","Ordures ménagères résiduelles","01D","Stockage",14885.5
2013,75,"Nouvelle-Aquitaine","79","Deux-Sèvres","01A","Ordures ménagères résiduelles","01E","Valorisation organique",58753.25
2013,75,"Nouvelle-Aquitaine","79","Deux-Sèvres","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",7.98
2013,75,"Nouvelle-Aquitaine","79","Deux-Sèvres","01D","Emballages et papier","01A","Valorisation matière",17631.6
2013,75,"Nouvelle-Aquitaine","79","Deux-Sèvres","01E","Biodéchets","01E","Valorisation organique",7371.7
2013,75,"Nouvelle-Aquitaine","79","Deux-Sèvres","01F","Verre","01A","Valorisation matière",13017.55
2013,75,"Nouvelle-Aquitaine","79","Deux-Sèvres","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",206.52
2013,75,"Nouvelle-Aquitaine","86","Vienne","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",40793.65
2013,75,"Nouvelle-Aquitaine","86","Vienne","01A","Ordures ménagères résiduelles","01D","Stockage",50582.59
2013,75,"Nouvelle-Aquitaine","86","Vienne","01A","Ordures ménagères résiduelles","01E","Valorisation organique",1688.56
2013,75,"Nouvelle-Aquitaine","86","Vienne","01B","Encombrants","01A","Valorisation matière",1.73
2013,75,"Nouvelle-Aquitaine","86","Vienne","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",5
2013,75,"Nouvelle-Aquitaine","86","Vienne","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.81
2013,75,"Nouvelle-Aquitaine","86","Vienne","01D","Emballages et papier","01A","Valorisation matière",21855.51
2013,75,"Nouvelle-Aquitaine","86","Vienne","01E","Biodéchets","01A","Valorisation matière",2.84
2013,75,"Nouvelle-Aquitaine","86","Vienne","01E","Biodéchets","01E","Valorisation organique",180
2013,75,"Nouvelle-Aquitaine","86","Vienne","01F","Verre","01A","Valorisation matière",14470.56
2013,75,"Nouvelle-Aquitaine","86","Vienne","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",237.25
2013,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",84559.65
2013,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01A","Ordures ménagères résiduelles","01D","Stockage",3300
2013,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01A","Ordures ménagères résiduelles","01Z","Non précisé",43.89227
2013,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01B","Encombrants","01A","Valorisation matière",166.001
2013,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01B","Encombrants","01D","Stockage",261.601
2013,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",9.5
2013,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01D","Emballages et papier","01A","Valorisation matière",19682.12
2013,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01E","Biodéchets","01E","Valorisation organique",305
2013,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01F","Verre","01A","Valorisation matière",10922.7
2013,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",667.07001
2013,76,"Occitanie","09","Ariège","01A","Ordures ménagères résiduelles","01D","Stockage",42927.17982
2013,76,"Occitanie","09","Ariège","01A","Ordures ménagères résiduelles","01Z","Non précisé",2798.8165
2013,76,"Occitanie","09","Ariège","01B","Encombrants","01B","Incinération avec récupération d'énergie",148
2013,76,"Occitanie","09","Ariège","01B","Encombrants","01D","Stockage",1501.05242
2013,76,"Occitanie","09","Ariège","01D","Emballages et papier","01A","Valorisation matière",7112.83853
2013,76,"Occitanie","09","Ariège","01D","Emballages et papier","01Z","Non précisé",295.94592
2013,76,"Occitanie","09","Ariège","01E","Biodéchets","01E","Valorisation organique",5638.01
2013,76,"Occitanie","09","Ariège","01F","Verre","01A","Valorisation matière",4310.56814
2013,76,"Occitanie","09","Ariège","01F","Verre","01Z","Non précisé",412.32282
2013,76,"Occitanie","09","Ariège","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",53.94876
2013,76,"Occitanie","11","Aude","01A","Ordures ménagères résiduelles","01A","Valorisation matière",9300.45
2013,76,"Occitanie","11","Aude","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",14896.35304
2013,76,"Occitanie","11","Aude","01A","Ordures ménagères résiduelles","01D","Stockage",104956.6483
2013,76,"Occitanie","11","Aude","01A","Ordures ménagères résiduelles","01Z","Non précisé",747.89007
2013,76,"Occitanie","11","Aude","01B","Encombrants","01A","Valorisation matière",292.14
2013,76,"Occitanie","11","Aude","01B","Encombrants","01D","Stockage",961.94
2013,76,"Occitanie","11","Aude","01B","Encombrants","01Z","Non précisé",34.3519
2013,76,"Occitanie","11","Aude","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.506
2013,76,"Occitanie","11","Aude","01C","Déchets dangereux (y.c. DEEE)","01C","Incinération sans récupération d'énergie",0.25535
2013,76,"Occitanie","11","Aude","01D","Emballages et papier","01A","Valorisation matière",14306.31883
2013,76,"Occitanie","11","Aude","01D","Emballages et papier","01Z","Non précisé",61.72008
2013,76,"Occitanie","11","Aude","01E","Biodéchets","01A","Valorisation matière",2150
2013,76,"Occitanie","11","Aude","01E","Biodéchets","01E","Valorisation organique",282.31866
2013,76,"Occitanie","11","Aude","01F","Verre","01A","Valorisation matière",10200.46163
2013,76,"Occitanie","11","Aude","01F","Verre","01Z","Non précisé",98.25397
2013,76,"Occitanie","11","Aude","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",514.96611
2013,76,"Occitanie","12","Aveyron","01A","Ordures ménagères résiduelles","01D","Stockage",54099.51803
2013,76,"Occitanie","12","Aveyron","01A","Ordures ménagères résiduelles","01Z","Non précisé",8716.85488
2013,76,"Occitanie","12","Aveyron","01B","Encombrants","01A","Valorisation matière",163
2013,76,"Occitanie","12","Aveyron","01B","Encombrants","01D","Stockage",109
2013,76,"Occitanie","12","Aveyron","01D","Emballages et papier","01A","Valorisation matière",13319.70217
2013,76,"Occitanie","12","Aveyron","01D","Emballages et papier","01Z","Non précisé",1472.80413
2013,76,"Occitanie","12","Aveyron","01E","Biodéchets","01E","Valorisation organique",3983
2013,76,"Occitanie","12","Aveyron","01F","Verre","01A","Valorisation matière",6612.05274
2013,76,"Occitanie","12","Aveyron","01F","Verre","01Z","Non précisé",1142.78752
2013,76,"Occitanie","12","Aveyron","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",336.01
2013,76,"Occitanie","12","Aveyron","01ZHG","Collectes séparées hors gravats","01Z","Non précisé",0.01
2013,76,"Occitanie","30","Gard","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",111151.38
2013,76,"Occitanie","30","Gard","01A","Ordures ménagères résiduelles","01D","Stockage",82647.22519
2013,76,"Occitanie","30","Gard","01A","Ordures ménagères résiduelles","01Z","Non précisé",15274.47482
2013,76,"Occitanie","30","Gard","01B","Encombrants","01A","Valorisation matière",42
2013,76,"Occitanie","30","Gard","01B","Encombrants","01B","Incinération avec récupération d'énergie",919
2013,76,"Occitanie","30","Gard","01B","Encombrants","01D","Stockage",154.73
2013,76,"Occitanie","30","Gard","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",0.25023
2013,76,"Occitanie","30","Gard","01D","Emballages et papier","01A","Valorisation matière",30976.04877
2013,76,"Occitanie","30","Gard","01D","Emballages et papier","01Z","Non précisé",1188.58093
2013,76,"Occitanie","30","Gard","01E","Biodéchets","01E","Valorisation organique",2575
2013,76,"Occitanie","30","Gard","01F","Verre","01A","Valorisation matière",16951.54238
2013,76,"Occitanie","30","Gard","01F","Verre","01Z","Non précisé",1432.49529
2013,76,"Occitanie","30","Gard","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",363.757
2013,76,"Occitanie","31","Haute-Garonne","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",304807
2013,76,"Occitanie","31","Haute-Garonne","01A","Ordures ménagères résiduelles","01D","Stockage",38840.07814
2013,76,"Occitanie","31","Haute-Garonne","01A","Ordures ménagères résiduelles","01Z","Non précisé",11111.03772
2013,76,"Occitanie","31","Haute-Garonne","01B","Encombrants","01A","Valorisation matière",1060.01
2013,76,"Occitanie","31","Haute-Garonne","01B","Encombrants","01B","Incinération avec récupération d'énergie",570.01
2013,76,"Occitanie","31","Haute-Garonne","01B","Encombrants","01D","Stockage",50.6445
2013,76,"Occitanie","31","Haute-Garonne","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",16
2013,76,"Occitanie","31","Haute-Garonne","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",2.608
2013,76,"Occitanie","31","Haute-Garonne","01C","Déchets dangereux (y.c. DEEE)","01C","Incinération sans récupération d'énergie",0.46472
2013,76,"Occitanie","31","Haute-Garonne","01D","Emballages et papier","01A","Valorisation matière",55313.00282
2013,76,"Occitanie","31","Haute-Garonne","01D","Emballages et papier","01Z","Non précisé",1209.6352
2013,76,"Occitanie","31","Haute-Garonne","01E","Biodéchets","01E","Valorisation organique",12032.01
2013,76,"Occitanie","31","Haute-Garonne","01F","Verre","01A","Valorisation matière",31911.85878
2013,76,"Occitanie","31","Haute-Garonne","01F","Verre","01Z","Non précisé",1011.2746
2013,76,"Occitanie","31","Haute-Garonne","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",2754.30356
2013,76,"Occitanie","32","Gers","01A","Ordures ménagères résiduelles","01D","Stockage",41105.36958
2013,76,"Occitanie","32","Gers","01A","Ordures ménagères résiduelles","01Z","Non précisé",4774.93062
2013,76,"Occitanie","32","Gers","01D","Emballages et papier","01A","Valorisation matière",8555.25126
2013,76,"Occitanie","32","Gers","01D","Emballages et papier","01Z","Non précisé",1106.92001
2013,76,"Occitanie","32","Gers","01E","Biodéchets","01E","Valorisation organique",40
2013,76,"Occitanie","32","Gers","01F","Verre","01A","Valorisation matière",5631.07016
2013,76,"Occitanie","32","Gers","01F","Verre","01Z","Non précisé",742.48479
2013,76,"Occitanie","32","Gers","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",148.24793
2013,76,"Occitanie","34","Hérault","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",99242.87097
2013,76,"Occitanie","34","Hérault","01A","Ordures ménagères résiduelles","01D","Stockage",76539
2013,76,"Occitanie","34","Hérault","01A","Ordures ménagères résiduelles","01E","Valorisation organique",160109
2013,76,"Occitanie","34","Hérault","01A","Ordures ménagères résiduelles","01Z","Non précisé",4085.66095
2013,76,"Occitanie","34","Hérault","01B","Encombrants","01A","Valorisation matière",2200
2013,76,"Occitanie","34","Hérault","01B","Encombrants","01D","Stockage",7762
2013,76,"Occitanie","34","Hérault","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",15.355
2013,76,"Occitanie","34","Hérault","01C","Déchets dangereux (y.c. DEEE)","01C","Incinération sans récupération d'énergie",0.08077
2013,76,"Occitanie","34","Hérault","01D","Emballages et papier","01A","Valorisation matière",70256.59674
2013,76,"Occitanie","34","Hérault","01D","Emballages et papier","01Z","Non précisé",401.66124
2013,76,"Occitanie","34","Hérault","01E","Biodéchets","01E","Valorisation organique",10419
2013,76,"Occitanie","34","Hérault","01F","Verre","01A","Valorisation matière",29722.33164
2013,76,"Occitanie","34","Hérault","01F","Verre","01Z","Non précisé",355.7605
2013,76,"Occitanie","34","Hérault","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",815.24116
2013,76,"Occitanie","46","Lot","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",9817
2013,76,"Occitanie","46","Lot","01A","Ordures ménagères résiduelles","01D","Stockage",30953.48197
2013,76,"Occitanie","46","Lot","01A","Ordures ménagères résiduelles","01Z","Non précisé",175.69635
2013,76,"Occitanie","46","Lot","01B","Encombrants","01D","Stockage",0.01
2013,76,"Occitanie","46","Lot","01D","Emballages et papier","01A","Valorisation matière",15085.30783
2013,76,"Occitanie","46","Lot","01D","Emballages et papier","01Z","Non précisé",71.76187
2013,76,"Occitanie","46","Lot","01E","Biodéchets","01E","Valorisation organique",1761
2013,76,"Occitanie","46","Lot","01F","Verre","01A","Valorisation matière",6723.94726
2013,76,"Occitanie","46","Lot","01F","Verre","01Z","Non précisé",28.78621
2013,76,"Occitanie","48","Lozère","01A","Ordures ménagères résiduelles","01A","Valorisation matière",1883.7
2013,76,"Occitanie","48","Lozère","01A","Ordures ménagères résiduelles","01D","Stockage",13713.94481
2013,76,"Occitanie","48","Lozère","01A","Ordures ménagères résiduelles","01Z","Non précisé",5817.0324
2013,76,"Occitanie","48","Lozère","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",0.00877
2013,76,"Occitanie","48","Lozère","01D","Emballages et papier","01A","Valorisation matière",2657.52724
2013,76,"Occitanie","48","Lozère","01F","Verre","01A","Valorisation matière",2420.94763
2013,76,"Occitanie","65","Hautes-Pyrénées","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",37.96658
2013,76,"Occitanie","65","Hautes-Pyrénées","01A","Ordures ménagères résiduelles","01D","Stockage",57002.19181
2013,76,"Occitanie","65","Hautes-Pyrénées","01A","Ordures ménagères résiduelles","01Z","Non précisé",13151.10992
2013,76,"Occitanie","65","Hautes-Pyrénées","01B","Encombrants","01D","Stockage",51.42708
2013,76,"Occitanie","65","Hautes-Pyrénées","01D","Emballages et papier","01A","Valorisation matière",10409.41424
2013,76,"Occitanie","65","Hautes-Pyrénées","01D","Emballages et papier","01Z","Non précisé",910.31692
2013,76,"Occitanie","65","Hautes-Pyrénées","01E","Biodéchets","01E","Valorisation organique",47.42
2013,76,"Occitanie","65","Hautes-Pyrénées","01F","Verre","01A","Valorisation matière",6097.3372
2013,76,"Occitanie","65","Hautes-Pyrénées","01F","Verre","01Z","Non précisé",683.14567
2013,76,"Occitanie","65","Hautes-Pyrénées","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",167.68101
2013,76,"Occitanie","66","Pyrénées-Orientales","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",162616.537
2013,76,"Occitanie","66","Pyrénées-Orientales","01A","Ordures ménagères résiduelles","01Z","Non précisé",2894.56058
2013,76,"Occitanie","66","Pyrénées-Orientales","01B","Encombrants","01Z","Non précisé",1058.3481
2013,76,"Occitanie","66","Pyrénées-Orientales","01D","Emballages et papier","01A","Valorisation matière",30148.95051
2013,76,"Occitanie","66","Pyrénées-Orientales","01D","Emballages et papier","01Z","Non précisé",338.89377
2013,76,"Occitanie","66","Pyrénées-Orientales","01E","Biodéchets","01E","Valorisation organique",899.34134
2013,76,"Occitanie","66","Pyrénées-Orientales","01F","Verre","01A","Valorisation matière",13874.92514
2013,76,"Occitanie","66","Pyrénées-Orientales","01F","Verre","01Z","Non précisé",744.73339
2013,76,"Occitanie","66","Pyrénées-Orientales","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",415.0339
2013,76,"Occitanie","81","Tarn","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",211.12903
2013,76,"Occitanie","81","Tarn","01A","Ordures ménagères résiduelles","01D","Stockage",84789.83706
2013,76,"Occitanie","81","Tarn","01A","Ordures ménagères résiduelles","01Z","Non précisé",8134.92108
2013,76,"Occitanie","81","Tarn","01B","Encombrants","01A","Valorisation matière",138.44
2013,76,"Occitanie","81","Tarn","01B","Encombrants","01D","Stockage",28
2013,76,"Occitanie","81","Tarn","01C","Déchets dangereux (y.c. DEEE)","01C","Incinération sans récupération d'énergie",5.44917
2013,76,"Occitanie","81","Tarn","01D","Emballages et papier","01A","Valorisation matière",18931.94956
2013,76,"Occitanie","81","Tarn","01D","Emballages et papier","01Z","Non précisé",2635.57909
2013,76,"Occitanie","81","Tarn","01E","Biodéchets","01E","Valorisation organique",318.62
2013,76,"Occitanie","81","Tarn","01F","Verre","01A","Valorisation matière",10502.77514
2013,76,"Occitanie","81","Tarn","01F","Verre","01Z","Non précisé",136.35349
2013,76,"Occitanie","81","Tarn","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",593.20934
2013,76,"Occitanie","82","Tarn-et-Garonne","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",29718
2013,76,"Occitanie","82","Tarn-et-Garonne","01A","Ordures ménagères résiduelles","01D","Stockage",30319.21679
2013,76,"Occitanie","82","Tarn-et-Garonne","01A","Ordures ménagères résiduelles","01Z","Non précisé",4029.94754
2013,76,"Occitanie","82","Tarn-et-Garonne","01B","Encombrants","01A","Valorisation matière",9
2013,76,"Occitanie","82","Tarn-et-Garonne","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",0.058
2013,76,"Occitanie","82","Tarn-et-Garonne","01D","Emballages et papier","01A","Valorisation matière",14468.35605
2013,76,"Occitanie","82","Tarn-et-Garonne","01D","Emballages et papier","01Z","Non précisé",969.76067
2013,76,"Occitanie","82","Tarn-et-Garonne","01E","Biodéchets","01E","Valorisation organique",325
2013,76,"Occitanie","82","Tarn-et-Garonne","01F","Verre","01A","Valorisation matière",5924.76034
2013,76,"Occitanie","82","Tarn-et-Garonne","01F","Verre","01Z","Non précisé",1046.82982
2013,76,"Occitanie","82","Tarn-et-Garonne","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",465.54718
2013,93,"PACA","04","Alpes-de-Haute-Provence","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",409.51197
2013,93,"PACA","04","Alpes-de-Haute-Provence","01A","Ordures ménagères résiduelles","01D","Stockage",59768.9038
2013,93,"PACA","04","Alpes-de-Haute-Provence","01D","Emballages et papier","01A","Valorisation matière",5349.69744
2013,93,"PACA","04","Alpes-de-Haute-Provence","01D","Emballages et papier","01Z","Non précisé",2.03475
2013,93,"PACA","04","Alpes-de-Haute-Provence","01E","Biodéchets","01E","Valorisation organique",134
2013,93,"PACA","04","Alpes-de-Haute-Provence","01F","Verre","01A","Valorisation matière",4179.36782
2013,93,"PACA","04","Alpes-de-Haute-Provence","01F","Verre","01Z","Non précisé",3.6484
2013,93,"PACA","04","Alpes-de-Haute-Provence","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",77.7
2013,93,"PACA","05","Hautes-Alpes","01A","Ordures ménagères résiduelles","01D","Stockage",46775.0367
