"ANNEE","C_REGION","L_REGION","C_DEPT","N_DEPT","C_TYP_REG_DECHET","L_TYP_REG_DECHET","C_TYP_REG_SERVICE","L_TYP_REG_SERVICE","TONNAGE_OMA_T"
2013,93,"PACA","05","Hautes-Alpes","01B","Encombrants","01D","Stockage",841.85
2013,93,"PACA","05","Hautes-Alpes","01C","Déchets dangereux (y.c. DEEE)","01C","Incinération sans récupération d'énergie",1.72
2013,93,"PACA","05","Hautes-Alpes","01D","Emballages et papier","01A","Valorisation matière",7318.16143
2013,93,"PACA","05","Hautes-Alpes","01D","Emballages et papier","01Z","Non précisé",7.47956
2013,93,"PACA","05","Hautes-Alpes","01F","Verre","01A","Valorisation matière",5189.50687
2013,93,"PACA","05","Hautes-Alpes","01F","Verre","01Z","Non précisé",12.32493
2013,93,"PACA","05","Hautes-Alpes","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",383.66
2013,93,"PACA","06","Alpes-Maritimes","01A","Ordures ménagères résiduelles","01A","Valorisation matière",21880.23
2013,93,"PACA","06","Alpes-Maritimes","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",413158.68
2013,93,"PACA","06","Alpes-Maritimes","01A","Ordures ménagères résiduelles","01D","Stockage",39985.52
2013,93,"PACA","06","Alpes-Maritimes","01B","Encombrants","01A","Valorisation matière",7373.3
2013,93,"PACA","06","Alpes-Maritimes","01B","Encombrants","01B","Incinération avec récupération d'énergie",13482.1
2013,93,"PACA","06","Alpes-Maritimes","01B","Encombrants","01D","Stockage",10939.54
2013,93,"PACA","06","Alpes-Maritimes","01B","Encombrants","01E","Valorisation organique",572
2013,93,"PACA","06","Alpes-Maritimes","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",36.19
2013,93,"PACA","06","Alpes-Maritimes","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.31
2013,93,"PACA","06","Alpes-Maritimes","01D","Emballages et papier","01A","Valorisation matière",45177.7
2013,93,"PACA","06","Alpes-Maritimes","01E","Biodéchets","01E","Valorisation organique",2519
2013,93,"PACA","06","Alpes-Maritimes","01F","Verre","01A","Valorisation matière",24149.89
2013,93,"PACA","06","Alpes-Maritimes","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",331
2013,93,"PACA","06","Alpes-Maritimes","01ZHG","Collectes séparées hors gravats","01B","Incinération avec récupération d'énergie",2536
2013,93,"PACA","13","Bouches-du-Rhône","01A","Ordures ménagères résiduelles","01A","Valorisation matière",26070.679
2013,93,"PACA","13","Bouches-du-Rhône","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",325756.803
2013,93,"PACA","13","Bouches-du-Rhône","01A","Ordures ménagères résiduelles","01D","Stockage",368015.3991
2013,93,"PACA","13","Bouches-du-Rhône","01A","Ordures ménagères résiduelles","01E","Valorisation organique",35664.138
2013,93,"PACA","13","Bouches-du-Rhône","01B","Encombrants","01A","Valorisation matière",732.05933
2013,93,"PACA","13","Bouches-du-Rhône","01B","Encombrants","01D","Stockage",24627.78075
2013,93,"PACA","13","Bouches-du-Rhône","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",155
2013,93,"PACA","13","Bouches-du-Rhône","01C","Déchets dangereux (y.c. DEEE)","01C","Incinération sans récupération d'énergie",23
2013,93,"PACA","13","Bouches-du-Rhône","01D","Emballages et papier","01A","Valorisation matière",52927.07264
2013,93,"PACA","13","Bouches-du-Rhône","01E","Biodéchets","01E","Valorisation organique",963.17085
2013,93,"PACA","13","Bouches-du-Rhône","01F","Verre","01A","Valorisation matière",27554.33009
2013,93,"PACA","13","Bouches-du-Rhône","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",616.52426
2013,93,"PACA","83","Var","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",238311
2013,93,"PACA","83","Var","01A","Ordures ménagères résiduelles","01D","Stockage",221325.5132
2013,93,"PACA","83","Var","01B","Encombrants","01A","Valorisation matière",67.04067
2013,93,"PACA","83","Var","01B","Encombrants","01B","Incinération avec récupération d'énergie",791
2013,93,"PACA","83","Var","01B","Encombrants","01D","Stockage",1470.27118
2013,93,"PACA","83","Var","01C","Déchets dangereux (y.c. DEEE)","01C","Incinération sans récupération d'énergie",85
2013,93,"PACA","83","Var","01D","Emballages et papier","01A","Valorisation matière",40337.74392
2013,93,"PACA","83","Var","01E","Biodéchets","01E","Valorisation organique",1185.07915
2013,93,"PACA","83","Var","01F","Verre","01A","Valorisation matière",27010.83747
2013,93,"PACA","83","Var","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",681.77574
2013,93,"PACA","84","Vaucluse","01A","Ordures ménagères résiduelles","01A","Valorisation matière",7211.03
2013,93,"PACA","84","Vaucluse","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",120402.6044
2013,93,"PACA","84","Vaucluse","01A","Ordures ménagères résiduelles","01D","Stockage",65380.04234
2013,93,"PACA","84","Vaucluse","01B","Encombrants","01A","Valorisation matière",99.66
2013,93,"PACA","84","Vaucluse","01B","Encombrants","01D","Stockage",3296.61807
2013,93,"PACA","84","Vaucluse","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",15.969
2013,93,"PACA","84","Vaucluse","01C","Déchets dangereux (y.c. DEEE)","01C","Incinération sans récupération d'énergie",7.709
2013,93,"PACA","84","Vaucluse","01D","Emballages et papier","01A","Valorisation matière",18883.70284
2013,93,"PACA","84","Vaucluse","01E","Biodéchets","01E","Valorisation organique",175.69
2013,93,"PACA","84","Vaucluse","01F","Verre","01A","Valorisation matière",13294.62645
2013,93,"PACA","84","Vaucluse","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",814.38
2013,52,"Pays de la Loire","44","Loire-Atlantique","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",198792.2095
2013,52,"Pays de la Loire","44","Loire-Atlantique","01A","Ordures ménagères résiduelles","01D","Stockage",58054.52385
2013,52,"Pays de la Loire","44","Loire-Atlantique","01A","Ordures ménagères résiduelles","01E","Valorisation organique",22315.63
2013,52,"Pays de la Loire","44","Loire-Atlantique","01B","Encombrants","01A","Valorisation matière",2134.001
2013,52,"Pays de la Loire","44","Loire-Atlantique","01B","Encombrants","01B","Incinération avec récupération d'énergie",1231
2013,52,"Pays de la Loire","44","Loire-Atlantique","01B","Encombrants","01D","Stockage",8002.48446
2013,52,"Pays de la Loire","44","Loire-Atlantique","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",159.6
2013,52,"Pays de la Loire","44","Loire-Atlantique","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",3.0554
2013,52,"Pays de la Loire","44","Loire-Atlantique","01C","Déchets dangereux (y.c. DEEE)","01C","Incinération sans récupération d'énergie",0.315
2013,52,"Pays de la Loire","44","Loire-Atlantique","01C","Déchets dangereux (y.c. DEEE)","01Z","Non précisé",5
2013,52,"Pays de la Loire","44","Loire-Atlantique","01D","Emballages et papier","01A","Valorisation matière",60218.77061
2013,52,"Pays de la Loire","44","Loire-Atlantique","01D","Emballages et papier","01B","Incinération avec récupération d'énergie",217
2013,52,"Pays de la Loire","44","Loire-Atlantique","01D","Emballages et papier","01Z","Non précisé",705.39916
2013,52,"Pays de la Loire","44","Loire-Atlantique","01E","Biodéchets","01E","Valorisation organique",2531
2013,52,"Pays de la Loire","44","Loire-Atlantique","01E","Biodéchets","01Z","Non précisé",10.6
2013,52,"Pays de la Loire","44","Loire-Atlantique","01F","Verre","01A","Valorisation matière",46831.99208
2013,52,"Pays de la Loire","44","Loire-Atlantique","01F","Verre","01Z","Non précisé",1327.98448
2013,52,"Pays de la Loire","44","Loire-Atlantique","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1744.714
2013,52,"Pays de la Loire","49","Maine-et-Loire","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",50915.98
2013,52,"Pays de la Loire","49","Maine-et-Loire","01A","Ordures ménagères résiduelles","01D","Stockage",12070.95
2013,52,"Pays de la Loire","49","Maine-et-Loire","01A","Ordures ménagères résiduelles","01E","Valorisation organique",66039.77
2013,52,"Pays de la Loire","49","Maine-et-Loire","01A","Ordures ménagères résiduelles","01Z","Non précisé",4381.73793
2013,52,"Pays de la Loire","49","Maine-et-Loire","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",2.068
2013,52,"Pays de la Loire","49","Maine-et-Loire","01D","Emballages et papier","01A","Valorisation matière",42848.43
2013,52,"Pays de la Loire","49","Maine-et-Loire","01D","Emballages et papier","01Z","Non précisé",2006.95286
2013,52,"Pays de la Loire","49","Maine-et-Loire","01E","Biodéchets","01E","Valorisation organique",770.78
2013,52,"Pays de la Loire","49","Maine-et-Loire","01F","Verre","01A","Valorisation matière",29266.425
2013,52,"Pays de la Loire","49","Maine-et-Loire","01F","Verre","01Z","Non précisé",993.68068
2013,52,"Pays de la Loire","49","Maine-et-Loire","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1521.656
2013,52,"Pays de la Loire","53","Mayenne","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",50348.87
2013,52,"Pays de la Loire","53","Mayenne","01A","Ordures ménagères résiduelles","01D","Stockage",8463.688
2013,52,"Pays de la Loire","53","Mayenne","01B","Encombrants","01A","Valorisation matière",38.89
2013,52,"Pays de la Loire","53","Mayenne","01B","Encombrants","01D","Stockage",0.001
2013,52,"Pays de la Loire","53","Mayenne","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",5.70505
2013,52,"Pays de la Loire","53","Mayenne","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.021
2013,52,"Pays de la Loire","53","Mayenne","01D","Emballages et papier","01A","Valorisation matière",13636.76551
2013,52,"Pays de la Loire","53","Mayenne","01D","Emballages et papier","01Z","Non précisé",1694.57
2013,52,"Pays de la Loire","53","Mayenne","01E","Biodéchets","01E","Valorisation organique",0.001
2013,52,"Pays de la Loire","53","Mayenne","01F","Verre","01A","Valorisation matière",10442.43985
2013,52,"Pays de la Loire","53","Mayenne","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",755.04648
2013,52,"Pays de la Loire","72","Sarthe","01A","Ordures ménagères résiduelles","01A","Valorisation matière",11793.2985
2013,52,"Pays de la Loire","72","Sarthe","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",81731.52
2013,52,"Pays de la Loire","72","Sarthe","01A","Ordures ménagères résiduelles","01D","Stockage",19288.87943
2013,52,"Pays de la Loire","72","Sarthe","01A","Ordures ménagères résiduelles","01Z","Non précisé",1218.08805
2013,52,"Pays de la Loire","72","Sarthe","01B","Encombrants","01B","Incinération avec récupération d'énergie",731
2013,52,"Pays de la Loire","72","Sarthe","01B","Encombrants","01D","Stockage",218.08
2013,52,"Pays de la Loire","72","Sarthe","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",3.45659
2013,52,"Pays de la Loire","72","Sarthe","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",4.964
2013,52,"Pays de la Loire","72","Sarthe","01C","Déchets dangereux (y.c. DEEE)","01Z","Non précisé",0.2
2013,52,"Pays de la Loire","72","Sarthe","01D","Emballages et papier","01A","Valorisation matière",27027.24979
2013,52,"Pays de la Loire","72","Sarthe","01D","Emballages et papier","01Z","Non précisé",2421.13999
2013,52,"Pays de la Loire","72","Sarthe","01E","Biodéchets","01E","Valorisation organique",5498
2013,52,"Pays de la Loire","72","Sarthe","01F","Verre","01A","Valorisation matière",18094.22203
2013,52,"Pays de la Loire","72","Sarthe","01F","Verre","01Z","Non précisé",1152.64921
2013,52,"Pays de la Loire","72","Sarthe","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",565.62183
2013,52,"Pays de la Loire","85","Vendée","01A","Ordures ménagères résiduelles","01A","Valorisation matière",1748
2013,52,"Pays de la Loire","85","Vendée","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",5380
2013,52,"Pays de la Loire","85","Vendée","01A","Ordures ménagères résiduelles","01D","Stockage",21924.1
2013,52,"Pays de la Loire","85","Vendée","01A","Ordures ménagères résiduelles","01E","Valorisation organique",101229.19
2013,52,"Pays de la Loire","85","Vendée","01B","Encombrants","01D","Stockage",256.12
2013,52,"Pays de la Loire","85","Vendée","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",0.484
2013,52,"Pays de la Loire","85","Vendée","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",1.77
2013,52,"Pays de la Loire","85","Vendée","01D","Emballages et papier","01A","Valorisation matière",37168.66
2013,52,"Pays de la Loire","85","Vendée","01D","Emballages et papier","01Z","Non précisé",625
2013,52,"Pays de la Loire","85","Vendée","01E","Biodéchets","01E","Valorisation organique",5163.58
2013,52,"Pays de la Loire","85","Vendée","01F","Verre","01A","Valorisation matière",31567.14
2013,52,"Pays de la Loire","85","Vendée","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1335.207
2013,52,"Pays de la Loire","85","Vendée","01ZHG","Collectes séparées hors gravats","01E","Valorisation organique",610.36
2015,84,"Auvergne-Rhône-Alpes","01","Ain","01A","Ordures ménagères résiduelles","01A","Valorisation matière",425.10816
2015,84,"Auvergne-Rhône-Alpes","01","Ain","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",61246.22597
2015,84,"Auvergne-Rhône-Alpes","01","Ain","01A","Ordures ménagères résiduelles","01D","Stockage",42057.17
2015,84,"Auvergne-Rhône-Alpes","01","Ain","01A","Ordures ménagères résiduelles","01E","Valorisation organique",17704.38
2015,84,"Auvergne-Rhône-Alpes","01","Ain","01B","Encombrants","01D","Stockage",121.12835
2015,84,"Auvergne-Rhône-Alpes","01","Ain","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.85
2015,84,"Auvergne-Rhône-Alpes","01","Ain","01D","Emballages et papier","01A","Valorisation matière",24117.80849
2015,84,"Auvergne-Rhône-Alpes","01","Ain","01D","Emballages et papier","01Z","Non précisé",1535.1
2015,84,"Auvergne-Rhône-Alpes","01","Ain","01F","Verre","01A","Valorisation matière",20821.88174
2015,84,"Auvergne-Rhône-Alpes","01","Ain","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",199.03
2015,84,"Auvergne-Rhône-Alpes","03","Allier","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",26736.64
2015,84,"Auvergne-Rhône-Alpes","03","Allier","01A","Ordures ménagères résiduelles","01D","Stockage",64879.30277
2015,84,"Auvergne-Rhône-Alpes","03","Allier","01B","Encombrants","01A","Valorisation matière",152.56
2015,84,"Auvergne-Rhône-Alpes","03","Allier","01B","Encombrants","01D","Stockage",118.16466
2015,84,"Auvergne-Rhône-Alpes","03","Allier","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",2.5931
2015,84,"Auvergne-Rhône-Alpes","03","Allier","01D","Emballages et papier","01A","Valorisation matière",17385.3529
2015,84,"Auvergne-Rhône-Alpes","03","Allier","01D","Emballages et papier","01Z","Non précisé",1.76688
2015,84,"Auvergne-Rhône-Alpes","03","Allier","01E","Biodéchets","01E","Valorisation organique",586.28
2015,84,"Auvergne-Rhône-Alpes","03","Allier","01F","Verre","01A","Valorisation matière",9627.1771
2015,84,"Auvergne-Rhône-Alpes","03","Allier","01F","Verre","01Z","Non précisé",2.9238
2015,84,"Auvergne-Rhône-Alpes","03","Allier","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1202.69917
2015,84,"Auvergne-Rhône-Alpes","07","Ardèche","01A","Ordures ménagères résiduelles","01D","Stockage",66637.96502
2015,84,"Auvergne-Rhône-Alpes","07","Ardèche","01A","Ordures ménagères résiduelles","01E","Valorisation organique",13645.41436
2015,84,"Auvergne-Rhône-Alpes","07","Ardèche","01B","Encombrants","01A","Valorisation matière",0.00003
2015,84,"Auvergne-Rhône-Alpes","07","Ardèche","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.43872
2015,84,"Auvergne-Rhône-Alpes","07","Ardèche","01C","Déchets dangereux (y.c. DEEE)","01D","Stockage",14.32972
2015,84,"Auvergne-Rhône-Alpes","07","Ardèche","01C","Déchets dangereux (y.c. DEEE)","01Z","Non précisé",0.078
